test_view_idx,image_name,psnr_db,ssim,lpips_vgg
0,000001,23.578815460205078,0.8033562302589417,0.3144617974758148
1,000009,23.044124603271484,0.7990866899490356,0.31021302938461304
2,000017,21.605817794799805,0.7417088150978088,0.3334183394908905
3,000025,22.79604721069336,0.7425544857978821,0.3887244462966919
4,000033,21.842483520507812,0.7384028434753418,0.36848223209381104
5,000041,22.8052978515625,0.7598194479942322,0.3484972417354584
6,000049,23.644704818725586,0.7805063128471375,0.3418874144554138
7,000057,22.035552978515625,0.7432535886764526,0.33540958166122437
8,000065,21.85154151916504,0.7807890176773071,0.33243221044540405
9,000073,23.655624389648438,0.815961480140686,0.349563330411911
10,000081,22.96353530883789,0.7866305112838745,0.36029040813446045
11,000089,23.079261779785156,0.8026213645935059,0.3005053997039795
12,000097,23.059921264648438,0.8106779456138611,0.28252124786376953
13,000105,23.466812133789062,0.8101645708084106,0.30227524042129517
14,000113,22.24226188659668,0.7740442156791687,0.3130166828632355
15,000121,21.877670288085938,0.7637838125228882,0.33979514241218567
16,000129,23.459781646728516,0.77760910987854,0.3432426452636719
17,000137,21.16286849975586,0.7268924713134766,0.35557377338409424
18,000145,22.46440887451172,0.7015641927719116,0.3704071342945099
19,000153,20.907428741455078,0.737238883972168,0.39948657155036926
20,000161,22.839855194091797,0.7879436612129211,0.3896886110305786
21,000169,23.34760856628418,0.7928556799888611,0.33358776569366455
22,000177,22.70355987548828,0.7821721434593201,0.34758755564689636
23,000185,22.14779281616211,0.7607676982879639,0.3809436559677124
24,000193,21.90932846069336,0.7617868185043335,0.41067826747894287
25,000201,23.74433135986328,0.7983665466308594,0.33900728821754456
26,000209,21.286745071411133,0.7494920492172241,0.36050325632095337
27,000217,19.23040771484375,0.7178505063056946,0.37628403306007385
28,000225,21.379066467285156,0.7544840574264526,0.3341020941734314
29,000233,22.191791534423828,0.7759581208229065,0.3194918632507324
30,000241,22.968542098999023,0.802087128162384,0.32338380813598633
31,000249,23.02172088623047,0.7866396307945251,0.3585833013057709
